ChampionId,name,title,lore,ChampionRole1,ChampionRole2,attack,defense,magic,difficulty,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,PassiveName,PassiveDescription
112,Viktor,the Machine Herald,"The herald of a new age of technology, Viktor has devoted his life to the advancement of humankind. An idealist who seeks to lift the people of Zaun to a new level of understanding, he believes that only by embracing a glorious evolution of technology can humanity's full potential be realized. With a body augmented by steel and science, Viktor is zealous in his pursuit of this bright future.",Mage,,2,4,10,9,530,90,405,25,335,23,4,30,0.5,525,8,0.65,8,0.8,53,3,2.11,0.658,Glorious Evolution,Viktor starts with the Prototype Hex Core that can be upgraded three times in the store to augment his abilities.
8,Vladimir,the Crimson Reaper,"A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily as his own. In the flamboyant salons of the Noxian aristocracy, this has enabled him to build a fanatical cult of personality around himself—while in the lowest back alleys, it allows him to bleed his enemies dry.",Mage,,2,6,8,7,537,96,2,0,330,23,3.3,30,0.5,450,7,0.6,0,0,55,3,2,0.658,Crimson Pact,Every 40 points of bonus Health gives Vladimir 1 Ability Power and every 1 point of Ability Power gives Vladimir 1.4 bonus Health (does not stack with itself).
106,Volibear,the Relentless Storm,"To those who still revere him, the Volibear is the storm made manifest. Destructive, wild, and stubbornly resolute, he existed before mortals walked the Freljord's tundra, and is fiercely protective of the lands that he and his demi-god kin created. Cultivating a deep hatred of civilization and the weakness it brought with it, he now fights to return to the old ways—when the land was untamed, and blood spilled freely—and eagerly battles all who oppose him, with tooth, claw, and thundering domination.",Fighter,Tank,7,7,4,3,580,90,350,50,340,31,4,32,1.25,150,9,0.75,6.25,0.5,60,3,2,0.66,The Relentless Storm,"Volibear's attacks and abilities grant attack speed, and eventually cause his basic attacks to deal bonus magic damage to nearby enemies."
19,Warwick,the Uncaged Wrath of Zaun,"Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon those criminals who terrorize the city's depths. Warwick is drawn to blood, and driven mad by its scent. None who spill it can escape him.",Fighter,Tank,9,5,3,3,550,85,280,35,335,33,3.2,32.1,1.25,125,4,0.75,7.466,0.575,65,3,2.3,0.638,Eternal Hunger,"Warwick's basic attacks deal bonus magic damage. If Warwick is below 50% health, he heals the same amount. If Warwick is below 25% health, this healing triples."
498,Xayah,the Rebel,"Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to protect their dwindling tribe, and restore their race to her vision of its former glory.",Marksman,,10,6,1,5,590,88,340,40,325,25,3,30,0.5,525,3.25,0.75,8.25,0.75,60,2.9,3.3,0.625,Clean Cuts,"After using an ability, Xayah's next basic attacks will hit all targets along their path and leave a <font color='#C200E1'>Feather</font>."
101,Xerath,the Magus Ascendant,"Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven insane with power, he now seeks to take what he believes is rightfully his and replace the upstart civilizations of the world with one fashioned in his image.",Mage,,1,3,10,8,526,92,459,22,340,21.88,3.5,30,0.5,525,5.5,0.55,8,0.8,54.7,3,1.36,0.625,Mana Surge,Xerath's basic attacks periodically restore Mana.
5,Xin Zhao,the Seneschal of Demacia,"Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave liberators. Armed with his favored three-talon spear, Xin Zhao now fights for his adopted kingdom, audaciously challenging any foe, no matter the odds.",Fighter,Assassin,8,6,3,2,570,92,273.8,35,345,35,3.5,32.1,1.25,175,8,0.7,7.256,0.45,66,3,3.5,0.645,Determination,Every third attack deals bonus damage and heals Xin Zhao.
157,Yasuo,the Unforgiven,"An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master—unable to prove his innocence, he was forced to slay his own brother in self defense. Even after his master's true killer was revealed, Yasuo still could not forgive himself for all he had done, and now wanders his homeland with only the wind to guide his blade.",Fighter,Assassin,8,4,4,10,490,87,100,0,345,30,3.4,30,1.25,175,6.5,0.9,0,0,60,3.2,2.5,0.697,Way of the Wanderer,"Yasuo's Critical Strike Chance is doubled. Additionally, Yasuo builds toward a shield whenever he is moving. The shield triggers when he takes damage from a champion or monster."
83,Yorick,Shepherd of Souls,"The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking spirits that he gathers to him. Yorick's monstrous actions belie his noble purpose: to free his home from the curse of the Ruination.",Fighter,Tank,6,6,4,6,580,100,300,40,340,39,4,32,1.25,175,8,0.8,7.5,0.75,62,5,2,0.625,Shepherd of Souls,<font color='#FF9900'>The Cursed Horde:</font> Yorick can summon Mist Walkers to swarm and attack nearby enemies.
350,Yuumi,the Magical Cat,"A magical cat from Bandle City, Yuumi was once the familiar of a yordle enchantress, Norra. When her master mysteriously disappeared, Yuumi became the Keeper of Norra's sentient Book of Thresholds, traveling through portals in its pages to search for her. Yearning for affection, Yuumi seeks friendly companions to partner with on her journey, protecting them with luminous shields and fierce resolve. While Book strives to keep her on task, Yuumi is often drawn to worldly comforts, such as naps and fish. In the end, however, she always returns to her quest to find her friend.",Support,Mage,5,1,8,2,480,70,400,45,330,25,3,25,0.3,500,7,0.55,10,0.4,55,3.1,1,0.625,Bop 'n' Block,"Periodically, when Yuumi attacks a champion, she restores mana and gains a shield that follows her, protecting her and the ally she's attached to."
154,Zac,the Secret Weapon,"Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally emerging to help those who cannot help themselves or to rebuild the broken infrastructure of Zaun.",Tank,Fighter,3,7,7,8,615,95,0,0,340,33,3.5,32,1.25,175,8,0.5,0,0,60,3.4,1.6,0.736,Cell Division,"Each time Zac hits an enemy with an ability, he sheds a chunk of himself that can be reabsorbed to restore Health. Upon taking fatal damage, Zac splits into 4 bloblets that attempt to recombine. If any bloblets remain, he will revive with an amount of Health depending on the Health of the surviving bloblets. Each bloblet has a percentage of Zac's maximum Health, Armor and Magic Resistance. This ability has a 5 minute cooldown."
238,Zed,the Master of Shadows,"Utterly ruthless and without mercy, Zed is the leader of the Order of Shadow, an organization he created with the intent of militarizing Ionia's magical and martial traditions to drive out Noxian invaders. During the war, desperation led him to unlock the secret shadow form—a malevolent spirit magic as dangerous and corrupting as it is powerful. Zed has mastered all of these forbidden techniques to destroy anything he sees as a threat to his nation, or his new order.",Assassin,,9,2,1,7,584,85,200,0,345,32,3.5,32.1,1.25,125,7,0.65,50,0,63,3.4,3.3,0.651,Contempt for the Weak,Zed's basic attacks against low health targets deals bonus Magic Damage. This effect can only occur once every few seconds on the same target.
115,Ziggs,the Hexplosives Expert,"With a love of big bombs and short fuses, the yordle Ziggs is an explosive force of nature. As an inventor's assistant in Piltover, he was bored by his predictable life and befriended a mad, blue-haired bomber named Jinx. After a wild night on the town, Ziggs took her advice and moved to Zaun, where he now explores his fascinations more freely, terrorizing the chem-barons and regular citizens alike in his never ending quest to blow stuff up.",Mage,,2,4,9,4,536,92,480,23.5,325,21.544,3.3,30,0.5,550,6.5,0.6,8,0.8,54.208,3.1,2,0.656,Short Fuse,"Periodically, Ziggs' next basic attack deals bonus magic damage. This cooldown is reduced whenever Ziggs uses an ability."
26,Zilean,the Chronokeeper,"Once a powerful Icathian mage, Zilean became obsessed with the passage of time after witnessing his homeland's destruction by the Void. Unable to spare even a minute to grieve the catastrophic loss, he called upon ancient temporal magic to divine all possible outcomes. Having become functionally immortal, Zilean now drifts through the past, present, and future, bending and warping the flow of time around him, always searching for that elusive moment that will turn back the clock and undo Icathia's destruction.",Support,Mage,2,5,8,6,504,82,452,30,335,24,3.8,30,0.5,550,5.5,0.5,11.335,0.8,51.64,3,2.13,0.625,Time in a Bottle,"Zilean stores time as <font color='#BB55EE'>Experience</font>. <br><br>When he has enough <font color='#BB55EE'>Experience</font> to finish an ally's level, he can right-click them to impart it. Zilean receives as much <font color='#BB55EE'>Experience</font> as he gives. Cannot be used in combat."
142,Zoe,the Aspect of Twilight,"As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without conscious effort or malice. This perhaps explains the breezy nonchalance with which Zoe approaches her duties, giving her plenty of time to focus on playing games, tricking mortals, or otherwise amusing herself. An encounter with Zoe can be joyous and life affirming, but it is always more than it appears and often extremely dangerous.",Mage,Support,1,7,8,5,560,92,425,25,340,20.8,3.5,30,0.5,550,6.5,0.6,8,0.65,58,3.3,2.5,0.625,More Sparkles!,Zoe's next basic attack after casting a spell deals bonus magic damage.
143,Zyra,Rise of the Thorns,"Born in an ancient, sorcerous catastrophe, Zyra is the wrath of nature given form—an alluring hybrid of plant and human, kindling new life with every step. She views the many mortals of Valoran as little more than prey for her seeded progeny, and thinks nothing of slaying them with flurries of deadly spines. Though her true purpose has not been revealed, Zyra wanders the world, indulging her most primal urges to colonize, and strangle all other life from it.",Mage,Support,4,3,8,7,504,79,418,25,340,29,3,30,0.5,575,5.5,0.5,13,0.4,53.376,3.2,2.11,0.625,Garden of Thorns,"Seeds spawn around Zyra periodically, becoming faster with level. Zyra can cast Deadly Spines or Grasping Roots near seeds to grow plants, who fight for Zyra."
